OBJECT TEFF E_TEFF LOGG E_LOGG FEH E_FEH LI1 E_LI1 "AGE (Gyr)" GES_FLD MEM3D
18511967-0608115 6760 65 4.37 0.17 0.12 0.05 3.11 0.09 0.309 NGC6705 0.9999
18512604-0610504 6724 66 4.08 0.17 0.08 0.05 3.19 0.07 0.309 NGC6705 0.9993
18504288-0619126 6740 65 4.24 0.17 -0.13 0.16 2.78 0.21 0.309 NGC6705 0.9999
18504637-0617528 6213 76 4.4 0.21 0.15 0.15 2.43 0.21 0.309 NGC6705 0.9997
18504884-0622571 6587 78 3.94 0.2 0.04 0.16 2.97 0.11 0.309 NGC6705 0.9995
18504954-0614585 6567 55 3.77 0.16 -0.89 0.06 2.56 0.16 0.309 NGC6705 0.9999
18505238-0616072 6550 55 4.72 0.16 -0.18 0.1 3.12 0.09 0.309 NGC6705 0.9998
18505760-0618351 5944 64 4.75 0.15 0.03 0.07 3.08 0.08 0.309 NGC6705 0.9999
18510015-0618579 6337 77 3.82 0.2 0.12 0.15 3.17 0.09 0.309 NGC6705 0.9992
18510229-0613161 6566 56 4.75 0.16 -0.14 0.11 2.82 0.1 0.309 NGC6705 0.9999
18510517-0614197 6570 79 4.31 0.21 -0.03 0.15 3.07 0.1 0.309 NGC6705 0.9983
18510636-0611016 6278 65 4.06 0.15 0.36 0.06 3.36 0.08 0.309 NGC6705 0.9886
18511836-0619458 6245 77 4.37 0.2 -0.07 0.16 2.97 0.09 0.309 NGC6705 0.9999
18511921-0616562 6310 79 4.37 0.21 0.18 0.14 2.3 0.25 0.309 NGC6705 0.9999
18513159-0620582 6718 63 3.58 0.16 0.18 0.15 3.32 0.11 0.309 NGC6705 0.9998
18513636-0616190 6017 171 4.51 0.26 -0.12 0.15 2.69 0.17 0.309 NGC6705 0.9916
18504737-0617184 4335 32 1.67 0.05 0.02 0.17 0.77 0.05 0.309 NGC6705 0.9997
18505581-0618148 4396 31 1.93 0.05 0.1 0.17 1.1 0.05 0.309 NGC6705 0.9999
18505755-0613461 4798 33 2.51 0.05 0.2 0.17 1.43 0.04 0.309 NGC6705 0.9997
18510786-0617119 4640 32 2.27 0.05 0 0.17 1.25 0.05 0.309 NGC6705 0.9999
18511534-0618359 4634 33 2.27 0.05 0.04 0.17 1.31 0.05 0.309 NGC6705 0.9999
18511571-0618146 4617 33 2.27 0.05 0 0.17 1.29 0.05 0.309 NGC6705 0.9999
18512662-0614537 4424 34 1.9 0.05 0.05 0.17 1.4 0.06 0.309 NGC6705 0.9999
18510632-0618158 6554 66 4.18 0.17 -0.03 0.05 3.4 0.11 0.309 NGC6705 0.9998
18505062-0619132 5892 64 4.39 0.18 0 0.05 2.92 0.07 0.309 NGC6705 0.9997
18505088-0620418 7000 74 4.1 0.21 -0.25 0.05 2.59 0.0 0.309 NGC6705 0.9999
18505187-0618147 6771 65 4.25 0.18 -0.01 0.05 3.35 0.07 0.309 NGC6705 0.9999
18505375-0615439 6500 64 4.16 0.18 0.04 0.05 1.98 0.0 0.309 NGC6705 0.9997
18505806-0617433 6915 69 4.13 0.2 0.08 0.05 3.16 0.08 0.309 NGC6705 0.9987
18510164-0620098 6673 67 4.28 0.18 0 0.06 3.37 0.06 0.309 NGC6705 0.9999
18510202-0614371 6365 67 4.26 0.18 0.09 0.05 2.62 0.12 0.309 NGC6705 0.9999
18510391-0619588 6460 66 4.18 0.17 -0.01 0.05 2.77 0.13 0.309 NGC6705 0.9999
18510465-0617295 6538 64 4.27 0.17 0.05 0.05 2.16 0.0 0.309 NGC6705 0.9994
18511164-0614425 6689 66 4.19 0.17 -0.02 0.05 3.27 0.08 0.309 NGC6705 0.9999
18511194-0617294 6411 65 4.23 0.18 0.11 0.05 2.62 0.12 0.309 NGC6705 0.9983
18512242-0616061 6485 66 4.11 0.17 0.08 0.06 2.48 0.16 0.309 NGC6705 0.9981
18512477-0616482 6751 64 4.36 0.17 0.17 0.05 2.92 0.11 0.309 NGC6705 0.9971
18512556-0618415 6445 64 4.26 0.17 0.07 0.05 2.56 0.14 0.309 NGC6705 0.9999
18502831-0615122 4551 32 2.06 0.05 -0.09 0.17 1.18 0.05 0.309 NGC6705 0.9999
18504563-0612038 4638 31 2.36 0.05 0.02 0.17 1.4 0.05 0.309 NGC6705 0.9999
18510399-0620414 4589 40 2.17 0.06 -0.04 0.17 1.14 0.06 0.309 NGC6705 0.9999
18510662-0612442 4680 33 2.33 0.05 0.03 0.17 1.39 0.06 0.309 NGC6705 0.9998
18511116-0614340 4298 34 1.64 0.05 0.01 0.17 1.28 0.06 0.309 NGC6705 0.9999
18514034-0617128 4717 32 2.45 0.05 -0.13 0.17 1.45 0.05 0.309 NGC6705 0.9998
18504534-0616164 6333 67 4.43 0.17 0.11 0.05 2.31 0.0 0.309 NGC6705 0.9979
18504857-0619229 6440 65 4.24 0.17 0.06 0.05 2.35 0.19 0.309 NGC6705 0.9999
18505292-0617209 6412 63 4.44 0.17 0.07 0.05 2.68 0.14 0.309 NGC6705 0.9999
18510650-0610467 6177 79 4.5 0.18 0.11 0.1 2.79 0.11 0.309 NGC6705 0.9998
18510680-0617043 6490 76 4.17 0.18 0 0.09 2.96 0.09 0.309 NGC6705 0.9996
18510729-0613388 6779 66 4.17 0.17 0.08 0.06 3.36 0.06 0.309 NGC6705 0.9997
18510848-0618256 6426 65 4.18 0.18 0.13 0.06 3.19 0.08 0.309 NGC6705 0.9987
18510953-0617014 6372 64 4.31 0.17 0.02 0.06 2.56 0.13 0.309 NGC6705 0.9991
18511002-0616414 6377 65 4.22 0.17 0.07 0.05 2.78 0.1 0.309 NGC6705 0.9976
18511320-0620387 6613 65 4.26 0.18 0.11 0.05 2.96 0.1 0.309 NGC6705 0.9994
18511428-0615151 6294 65 4.39 0.17 0.12 0.05 2.76 0.1 0.309 NGC6705 0.9999
18511445-0619430 6699 66 4.2 0.17 0.03 0.05 2.64 0.16 0.309 NGC6705 0.9996
18511883-0615030 6984 67 4.12 0.17 0.09 0.05 3.31 0.06 0.309 NGC6705 0.9995
18512082-0620040 6404 65 4.55 0.18 0.37 0.05 2.14 0.0 0.309 NGC6705 0.9997
18512440-0615017 6137 65 4.44 0.17 0.16 0.06 3.03 0.07 0.309 NGC6705 0.9986
18513237-0613175 6927 69 4.2 0.2 0.03 0.06 3.29 0.07 0.309 NGC6705 0.9999
18503724-0614364 4712 31 2.4 0.05 0.06 0.05 1.29 0.06 0.309 NGC6705 0.9999
18510032-0617183 4715 31 2.36 0.05 0.05 0.05 1.27 0.05 0.309 NGC6705 0.9999
18510289-0615301 4639 31 2.4 0.05 0.03 0.05 1.25 0.05 0.309 NGC6705 0.9999
18511013-0615486 4508 30 2.14 0.05 0.14 0.05 -0.27 0.0 0.309 NGC6705 0.9998
18502655-0613260 6546 66 4.08 0.17 0.08 0.05 2.1 0.0 0.309 NGC6705 0.9999
18503978-0615502 6255 65 4.15 0.18 0 0.06 2.84 0.1 0.309 NGC6705 0.9999
18504489-0616552 6383 65 4.31 0.17 0.02 0.05 2.89 0.12 0.309 NGC6705 0.9999
18504647-0612289 6702 65 4.16 0.17 -0.01 0.06 2.65 0.21 0.309 NGC6705 0.9997
18505244-0625355 6837 108 4.12 0.24 -0.08 0.09 3.05 0.12 0.309 NGC6705 0.9897
18505594-0619386 6808 68 4.34 0.17 0.12 0.05 2.58 0.23 0.309 NGC6705 0.9999
18505635-0618459 6340 66 4.18 0.17 -0.24 0.05 2.65 0.1 0.309 NGC6705 0.9999
18510069-0626218 5943 65 4.31 0.18 0.08 0.06 3.06 0.08 0.309 NGC6705 0.9999
18510306-0616282 6439 64 4.2 0.17 0.03 0.06 3.04 0.07 0.309 NGC6705 0.9996
18510539-0621392 6857 78 4.07 0.18 0.04 0.1 2.66 0.25 0.309 NGC6705 0.9999
18510801-0615160 6324 66 4.25 0.18 0.14 0.06 3.08 0.09 0.309 NGC6705 0.9999
18511272-0625467 6234 65 3.97 0.17 0.06 0.06 3.01 0.1 0.309 NGC6705 0.9998
18511331-0614374 6848 108 4.16 0.24 0.04 0.09 3.35 0.12 0.309 NGC6705 0.9991
18511355-0612375 6419 65 4.11 0.18 0.16 0.06 3 0.15 0.309 NGC6705 0.9999
18511623-0617415 6815 65 4.05 0.17 0.06 0.05 3 0.09 0.309 NGC6705 0.9999
18512281-0615282 6469 66 4.13 0.17 0.14 0.05 2.68 0.13 0.309 NGC6705 0.999
18505494-0616182 4613 31 2.28 0.05 0 0.17 1.04 0.04 0.309 NGC6705 0.9999
18510023-0616594 4341 31 1.85 0.05 0.05 0.17 1.22 0.05 0.309 NGC6705 0.9996
18510200-0617265 4339 34 1.81 0.07 0.01 0.17 -0.12 0.08 0.309 NGC6705 0.9999
18511452-0616551 4679 34 2.32 0.05 0.03 0.17 1.33 0.06 0.309 NGC6705 0.9998
18514130-0620125 4613 31 2.26 0.05 -0.02 0.17 0.86 0.05 0.309 NGC6705 0.9999
18503383-0618439 6098 65 4.48 0.18 0.11 0.05 3.28 0.07 0.309 NGC6705 0.9997
18505252-0617468 6644 66 4.19 0.17 0.04 0.05 2.99 0.09 0.309 NGC6705 0.9918
18505280-0622538 6694 67 4.39 0.17 -0.07 0.05 3.33 0.07 0.309 NGC6705 0.9999
18505547-0610542 6394 66 4.39 0.17 0.12 0.05 3.19 0.09 0.309 NGC6705 0.9999
18510033-0610285 6079 64 4.17 0.17 0.2 0.05 2.01 0.15 0.309 NGC6705 0.9658
18510427-0612144 6869 78 4.27 0.18 -0.07 0.1 3.35 0.08 0.309 NGC6705 0.9999
18510673-0610010 6346 64 4.29 0.17 0.05 0.05 2.04 0.0 0.309 NGC6705 0.9999
18510905-0608527 6637 66 4.32 0.17 0.08 0.05 2.5 0.0 0.309 NGC6705 0.9997
18511681-0615094 6494 66 4.18 0.17 0.04 0.05 3.13 0.13 0.309 NGC6705 0.9906
18511980-0617373 6518 67 4.18 0.17 0.14 0.05 2.36 0.24 0.309 NGC6705 0.9999
18512127-0612152 6332 65 4.05 0.18 0.09 0.06 3.02 0.08 0.309 NGC6705 0.9999
18505944-0612435 4702 30 2.38 0.05 0.04 0.05 1.21 0.05 0.309 NGC6705 0.9999
18510093-0614564 4645 31 2.22 0.05 -0.01 0.05 0.52 0.05 0.309 NGC6705 0.9978
18510341-0616202 4683 31 2.27 0.05 0.02 0.05 1.32 0.05 0.309 NGC6705 0.9999
18510833-0616532 4641 31 2.27 0.05 0.12 0.05 0.98 0.05 0.309 NGC6705 0.9995
18511048-0615470 4625 31 2.25 0.05 0.07 0.05 1.26 0.05 0.309 NGC6705 0.9999
18510358-0616112 4739 31 2.41 0.05 0.14 0.05 1.32 0.05 0.309 NGC6705 0.9998
18505284+1020021 6563 66 3.84 0.17 -0.17 0.06 2.78 0.06 0.191 NGC6709 0.9951
18513000+1012442 7410.5 750 3.23 0.45 0.08 0.2 3.3 0.49 0.191 NGC6709 0.9996
18513180+1018498 4435 34 1.71 0.05 -0.07 0.04 0.99 0.06 0.191 NGC6709 0.9971
18511083+1025441 6222 66 4.04 0.17 -0.13 0.05 3.21 0.06 0.191 NGC6709 0.9996
18511505+1020236 6355 64 3.91 0.17 -0.09 0.06 3.08 0.05 0.191 NGC6709 0.9995
18511567+1014286 6628 66 4.02 0.17 0.01 0.05 3.32 0.05 0.191 NGC6709 0.9986
18512220+1023034 6304 67 4.01 0.18 -0.14 0.06 3.25 0.05 0.191 NGC6709 0.9997
18514091+1017112 6363 63 4.12 0.17 -0.04 0.05 3.12 0.05 0.191 NGC6709 0.989
18514176+1016272 6354 65 3.93 0.17 -0.12 0.05 3.2 0.05 0.191 NGC6709 0.9995
18514825+1016453 6488 64 4.25 0.18 0 0.06 3.06 0.06 0.191 NGC6709 0.9949
18505497+1021092 5757 65 4.36 0.17 -0.13 0.05 2.93 0.07 0.191 NGC6709 0.9986
18505793+1017370 5438 65 4.29 0.17 -0.02 0.05 2.66 0.08 0.191 NGC6709 0.9997
18510633+1020036 5313 63 4.24 0.18 -0.05 0.06 2.6 0.07 0.191 NGC6709 0.9997
18510672+1018038 5719 65 4.35 0.17 -0.07 0.05 2.81 0.07 0.191 NGC6709 0.9997
18511549+1019425 5898 67 4.28 0.18 -0.12 0.05 2.98 0.06 0.191 NGC6709 0.9985
18511603+1023593 5491 64 4.43 0.17 -0.09 0.05 2.72 0.07 0.191 NGC6709 0.9989
18511793+1016298 6169 66 3.93 0.17 -0.26 0.06 2.79 0.06 0.191 NGC6709 0.9988
18512169+1018474 5386 64 4.34 0.18 -0.01 0.05 2.62 0.07 0.191 NGC6709 0.9994
18512281+1014580 5929 62 4.26 0.17 -0.13 0.05 3.08 0.06 0.191 NGC6709 0.9995
18512486+1021010 5486 68 4.1 0.18 -0.18 0.05 2.99 0.08 0.191 NGC6709 0.961
18513127+1011312 6641 67 4.14 0.17 0.07 0.05 2.66 0.07 0.191 NGC6709 0.9974
18513678+1017535 5216 65 4.42 0.18 -0.11 0.05 2.17 0.08 0.191 NGC6709 0.9976
18510638+1021539 5601 59 4.41 0.1 -0.03 0.12 3.17 0.07 0.191 NGC6709 0.9991
18510831+1019141 5743 34 4.41 0.05 -0.02 0.04 2.82 0.04 0.191 NGC6709 0.9974
18512032+1021529 5443 66 4.04 0.18 -0.12 0.05 2.66 0.08 0.191 NGC6709 0.9995
18512265+1015217 4670 65 4.47 0.17 0.08 0.05 0.98 0.2 0.191 NGC6709 0.9993
18513175+1018134 4451 77 4.44 0.18 -0.12 0.1 1.27 0.14 0.191 NGC6709 0.9683
18513239+1012537 5358 66 4.22 0.17 -0.03 0.05 2.38 0.08 0.191 NGC6709 0.9995
18513572+1013304 4931 75 4.39 0.18 -0.14 0.09 3.2 0.13 0.191 NGC6709 0.9992
18513685+1017582 5923 65 4.32 0.18 -0.17 0.06 3.13 0.07 0.191 NGC6709 0.9996
18505966+1010091 5876 65 4.33 0.17 -0.19 0.05 3.11 0.06 0.191 NGC6709 0.9995
18510607+1024032 5015 74 4.68 0.18 -0.15 0.09 2.56 0.12 0.191 NGC6709 0.9942
18511575+1019329 4966 66 4.54 0.18 -0.02 0.05 1.96 0.09 0.191 NGC6709 0.9995
18511886+1013478 5293 64 4.37 0.18 -0.07 0.05 2.92 0.08 0.191 NGC6709 0.9996
18512236+1018107 4200 98 4.16 0.26 -0.11 0.15 0.12 0.49 0.191 NGC6709 0.9956
18512435+1017482 4860 65 4.6 0.17 0.03 0.05 1.92 0.09 0.191 NGC6709 0.9994
18512456+1014266 6115 64 4.04 0.17 -0.22 0.05 3.15 0.06 0.191 NGC6709 0.9976
18510082+1015409 5040 75 4.19 0.18 -0.12 0.1 3.05 0.18 0.191 NGC6709 0.9953
18512656+1012597 5670 65 3.97 0.17 -0.21 0.05 1.94 0.0 0.191 NGC6709 0.9994
18512785+1020163 5756 66 4.12 0.17 -0.12 0.05 2.91 0.07 0.191 NGC6709 0.999
18505085+1023146 5082 64 4.02 0.17 -0.05 0.05 2.11 0.12 0.191 NGC6709 0.9955
18505224+1022150 4366 76 4.17 0.18 -0.08 0.1 0.66 0.21 0.191 NGC6709 0.9977
18510054+1019279 4558 74 4.71 0.18 -0.06 0.1 1.7 0.11 0.191 NGC6709 0.9985
18512562+1025401 5803 65 4.17 0.18 -0.06 0.05 2.97 0.06 0.191 NGC6709 0.9996
18513562+1025154 5094 65 4.36 0.18 0.01 0.05 2.28 0.09 0.191 NGC6709 0.9986
18513853+1019264 5652 66 4.48 0.18 -0.07 0.06 3.01 0.08 0.191 NGC6709 0.9995
18514085+1022213 4412 82 3.75 0.22 0.26 0.08 0.96 0.2 0.191 NGC6709 0.9991
19304849+2018587 6378 65 4.19 0.17 -0.06 0.06 2.46 0.0 0.661 NGC6802 0.9992
19304862+2016316 6291 70 3.45 0.21 -0.18 0.06 2.6 0.0 0.661 NGC6802 0.9938
19305047+2014362 6146 71 3.98 0.21 -0.1 0.06 2.8 0.1 0.661 NGC6802 0.9678
19303058+2013163 4997 33 2.73 0.05 0.18 0.04 1.13 0.06 0.661 NGC6802 0.9982
19303085+2016274 4920 33 2.59 0.05 0.12 0.04 0.74 0.07 0.661 NGC6802 0.9989
19303274+2014498 4892 33 2.59 0.05 0.05 0.04 0.79 0.06 0.661 NGC6802 0.9994
19303773+2016196 4961 33 2.85 0.05 0.09 0.04 1.46 0.05 0.661 NGC6802 0.9984
19303943+2015237 4865 33 2.65 0.05 0.15 0.04 0.98 0.05 0.661 NGC6802 0.9994
19303415+2017082 6582 106 4.33 0.34 0.46 0.03 3.31 0.21 0.661 NGC6802 0.9961
19303184+2014459 4981 33 2.81 0.05 0.17 0.04 1.34 0.06 0.661 NGC6802 0.9998
19303309+2015442 4705 33 2.5 0.05 0.14 0.04 0.55 0.07 0.661 NGC6802 0.9997
19303611+2016329 4890 34 2.62 0.05 0.14 0.04 0.83 0.05 0.661 NGC6802 0.9997
19303884+2014005 4989 32 2.81 0.05 0.16 0.04 1.01 0.05 0.661 NGC6802 0.9996
19304170+2015224 5074 33 2.89 0.05 0.16 0.04 1.33 0.04 0.661 NGC6802 0.9994
19304152+2012503 6970 66 4.33 0.18 0.16 0.06 3.05 0.14 0.661 NGC6802 0.9989
19304209+2015581 6846 73 3.91 0.21 0.13 0.05 3.03 0.09 0.661 NGC6802 0.9992
19302019+2016175 6383 64 4.41 0.17 0.27 0.05 2.36 0.0 0.661 NGC6802 0.9989
19302237+2013203 6065 66 4.51 0.18 -0.14 0.05 2.8 0.13 0.661 NGC6802 0.9982
19302283+2013079 6891 109 4.19 0.24 -0.05 0.09 2.98 0.12 0.661 NGC6802 0.9997
19302531+2018425 5768 63 4.34 0.17 -0.23 0.06 2.7 0.11 0.661 NGC6802 0.9989
19302662+2018112 6097 81 4.45 0.22 -0.23 0.07 2.8 0.13 0.661 NGC6802 0.9993
19302781+2014295 6244 69 4.36 0.21 0.11 0.05 3.15 0.09 0.661 NGC6802 0.9869
19303118+2018297 6404 66 4.12 0.17 -0.05 0.05 2.36 0.24 0.661 NGC6802 0.9995
19303161+2015557 6594 66 3.88 0.17 0 0.05 2.26 0.0 0.661 NGC6802 0.9996
19303217+2014363 6148 65 4.17 0.17 -0.14 0.06 2.77 0.11 0.661 NGC6802 0.9977
19303260+2018533 6790 72 4.25 0.21 0.23 0.05 3.01 0.14 0.661 NGC6802 0.9996
19303306+2019494 6625 82 4.24 0.21 0.26 0.08 3.17 0.13 0.661 NGC6802 0.9933
19303324+2012072 6565 65 4.34 0.18 0.1 0.05 2.61 0.16 0.661 NGC6802 0.9563
19303379+2016311 6919 65 4.13 0.17 -0.21 0.06 3.34 0.11 0.661 NGC6802 0.9996
19303409+2019228 6576 66 4.47 0.17 0.03 0.05 2.42 0.0 0.661 NGC6802 0.9996
19303655+2011575 6712 65 4.47 0.17 0 0.05 2.52 0.0 0.661 NGC6802 0.989
19303801+2015401 6828 65 4.36 0.18 0.14 0.05 3.14 0.08 0.661 NGC6802 0.9995
19303882+2016556 6477 66 4.21 0.18 -0.02 0.05 2.56 0.14 0.661 NGC6802 0.9964
19303884+2018153 6652 65 4.28 0.18 0.08 0.05 2.25 0.0 0.661 NGC6802 0.9987
19303999+2013253 6786 67 4.1 0.18 0.03 0.05 2.3 0.0 0.661 NGC6802 0.9944
19304135+2018523 6320 65 4.25 0.17 0.05 0.06 2.63 0.16 0.661 NGC6802 0.9995
19304207+2019498 6341 66 4.26 0.18 0.02 0.05 3 0.13 0.661 NGC6802 0.9964
19304370+2013100 6914 79 4.25 0.19 0.01 0.09 3.2 0.08 0.661 NGC6802 0.9531
09343686-4803335 5183 32 3.1 0.05 -0.08 0.05 1.13 0.06 0.871 Pismis15 0.9878
09343945-4801433 5054 34 3.07 0.05 0.08 0.04 1.03 0.04 0.871 Pismis15 0.9996
09344559-4802536 4616 33 2.48 0.05 -0.02 0.04 1.1 0.05 0.871 Pismis15 0.9996
09345191-4800467 5047 33 2.96 0.05 0.07 0.04 -1 0.0 0.871 Pismis15 0.9997
09342354-4806138 5607 63 4.42 0.17 -0.19 0.05 2.45 0.12 0.871 Pismis15 0.9979
09342630-4802400 6244 102 4.68 0.32 0.03 0.09 3.15 0.12 0.871 Pismis15 0.999
09343319-4801141 6341 64 4.21 0.17 -0.12 0.05 2.78 0.1 0.871 Pismis15 0.9993
09343599-4752433 6169 65 4.47 0.18 0.08 0.05 2.62 0.13 0.871 Pismis15 0.9984
09343988-4804369 6102 94 4.95 0.25 -0.76 0.16 3.29 0.13 0.871 Pismis15 0.9983
09344165-4803062 6019 65 4.44 0.17 -0.41 0.05 2.62 0.09 0.871 Pismis15 0.9986
09344201-4800176 6048 67 4.39 0.18 -0.14 0.05 2.8 0.08 0.871 Pismis15 0.9982
09344286-4802556 5139 68 4.28 0.21 -0.72 0.05 1.63 0.17 0.871 Pismis15 0.998
09344467-4801219 6366 64 4.1 0.17 -0.24 0.06 2.74 0.12 0.871 Pismis15 0.9994
09344492-4809193 6110 65 4.34 0.17 0 0.05 2.69 0.09 0.871 Pismis15 0.9996
09345422-4805491 5600 64 4.35 0.18 -0.23 0.05 2.08 0.19 0.871 Pismis15 0.9992
09350576-4802202 6099 81 4.21 0.21 0.19 0.08 3.14 0.15 0.871 Pismis15 0.9984
09341931-4803025 5054 33 2.94 0.04 0.05 0.04 0.03 0.0 0.871 Pismis15 0.9997
09335809-4805400 6034 64 4.34 0.18 -0.01 0.05 2.84 0.08 0.871 Pismis15 0.9988
09340599-4803106 5609 65 4.03 0.18 -0.21 0.05 2.5 0.11 0.871 Pismis15 0.9935
09341546-4800593 5857 64 4.23 0.17 -0.4 0.05 2.69 0.08 0.871 Pismis15 0.9942
09342230-4808350 6223 65 4.27 0.18 0.1 0.05 2.89 0.08 0.871 Pismis15 0.9975
09343106-4803390 5588 64 4.25 0.17 -0.14 0.05 2.17 0.13 0.871 Pismis15 0.9987
09343373-4801363 6403 64 4.21 0.17 -0.06 0.05 2.47 0.12 0.871 Pismis15 0.9963
09343449-4759292 5719 64 4.39 0.18 -0.08 0.05 1.73 0.0 0.871 Pismis15 0.9978
09343953-4802305 5673 65 4.65 0.17 -0.26 0.05 2.51 0.12 0.871 Pismis15 0.9859
09343974-4803361 6556 65 3.99 0.18 -0.02 0.06 2.31 0.19 0.871 Pismis15 0.9959
09344405-4804238 6112 63 4.16 0.17 0.03 0.05 2.77 0.09 0.871 Pismis15 0.9995
09344860-4803533 6257 65 4.18 0.18 -0.05 0.06 3.07 0.06 0.871 Pismis15 0.9996
09345195-4804189 6547 65 4.04 0.18 -0.1 0.05 2.51 0.15 0.871 Pismis15 0.9959
09345356-4809328 5376 69 4.5 0.21 -0.14 0.05 1.47 0.4 0.871 Pismis15 0.9987
09345506-4804302 6325 66 4.21 0.18 0.01 0.06 2.71 0.08 0.871 Pismis15 0.9994
09350889-4756462 5722 65 3.9 0.17 -0.22 0.05 2.09 0.19 0.871 Pismis15 0.9981
13364430-6205471 6846 71 4.52 0.21 -0.11 0.06 3.16 0.08 0.575 Pismis18 0.9783
13370391-6206005 6330 66 4.09 0.17 0.06 0.05 2.47 0.15 0.575 Pismis18 0.9994
13370214-6206095 4877 31 2.67 0.05 0.21 0.05 -0.1 0.24 0.575 Pismis18 0.9993
13365219-6205531 5322 64 4.03 0.17 -0.09 0.05 2.31 0.17 0.575 Pismis18 0.9884
13365304-6204298 6910 77 4.16 0.17 -0.06 0.09 2.53 0.0 0.575 Pismis18 0.9992
13371182-6206030 4791 31 2.59 0.05 0.14 0.05 0.23 0.09 0.575 Pismis18 0.9992
13365597-6205130 4795 31 2.54 0.05 0.13 0.05 0.04 0.0 0.575 Pismis18 0.9996
13364831-6206517 4965 31 2.69 0.05 0.16 0.05 0.63 0.08 0.575 Pismis18 0.9994
13365882-6205197 5026 31 2.83 0.05 0.1 0.05 1.45 0.03 0.575 Pismis18 0.9996
13370523-6206433 4844 31 2.6 0.05 0.13 0.05 1.03 0.04 0.575 Pismis18 0.9973
13365279-6207090 6389 66 4.19 0.18 0.12 0.05 2.57 0.15 0.575 Pismis18 0.9852
17523947-2932158 6869 79 4.16 0.18 0.01 0.1 3 0.11 1.66 Rup134 0.9944
17524112-2932326 6786 66 3.82 0.17 0.04 0.05 2.71 0.1 1.66 Rup134 0.9868
17524301-2931520 6590 65 3.92 0.17 0.23 0.05 3.11 0.05 1.66 Rup134 0.9887
17524319-2931308 6352 64 3.58 0.17 0.2 0.06 3.49 0.06 1.66 Rup134 0.9998
17524413-2934145 6520 66 4.07 0.18 0.09 0.05 2.13 0.0 1.66 Rup134 0.9817
17524414-2934279 6807 66 4.08 0.18 0.06 0.05 3.2 0.1 1.66 Rup134 0.9998
17524477-2935536 6819 64 4.19 0.18 0.11 0.05 3.3 0.06 1.66 Rup134 0.9999
17524597-2937389 6618 66 4.05 0.17 0.24 0.05 2.38 0.0 1.66 Rup134 0.9997
17524659-2933195 6640 77 4.07 0.18 0.06 0.09 3.43 0.07 1.66 Rup134 0.9951
17524821-2931236 6487 66 4.1 0.18 0.16 0.05 2.18 0.23 1.66 Rup134 0.9932
17524991-2929269 6395 65 4.19 0.17 0.23 0.06 2.72 0.12 1.66 Rup134 0.9996
17525688-2932582 6796 65 4.03 0.18 0.01 0.06 3.28 0.09 1.66 Rup134 0.9985
17523883-2932586 4706 31 2.66 0.05 0.27 0.05 0.69 0.07 1.66 Rup134 0.9998
17524150-2931565 4748 30 2.76 0.05 0.27 0.05 0.98 0.06 1.66 Rup134 0.9976
17524180-2933493 4745 31 2.83 0.05 0.29 0.05 0.92 0.06 1.66 Rup134 0.9812
17524742-2931471 5266 32 3.59 0.05 0.01 0.05 1.57 0.05 1.66 Rup134 0.9793
17525298-2931582 4728 31 2.65 0.05 0.3 0.05 0.4 0.09 1.66 Rup134 0.9999
17523118-2934246 6249 65 4.23 0.17 0.15 0.05 2.96 0.08 1.66 Rup134 0.9965
17523213-2932242 6708 66 4.25 0.17 0.19 0.05 2.4 0.29 1.66 Rup134 0.9998
17524062-2931514 6636 65 4.25 0.17 0.2 0.05 2.52 0.14 1.66 Rup134 0.9801
17524205-2933433 6752 68 4.2 0.17 0.07 0.05 2.86 0.09 1.66 Rup134 0.9987
17524257-2928150 6297 74 3.89 0.18 0.16 0.1 3.29 0.07 1.66 Rup134 0.9998
17524495-2937471 6656 63 4.11 0.17 0.19 0.05 2.3 0.37 1.66 Rup134 0.9993
17524594-2935333 6706 78 3.99 0.18 0.04 0.09 3.25 0.08 1.66 Rup134 0.9868
17524624-2935457 6516 67 4.24 0.17 0.13 0.05 2.03 0.0 1.66 Rup134 0.9994
17524660-2930228 6525 65 3.8 0.18 0.1 0.05 3.73 0.06 1.66 Rup134 0.9995
17524705-2929234 6462 65 3.89 0.17 0.11 0.05 2.24 0.0 1.66 Rup134 0.9988
17524710-2935129 6658 65 4.4 0.17 0.17 0.06 2.74 0.2 1.66 Rup134 0.9996
17525018-2934381 6666 78 4.14 0.18 0.12 0.1 2.06 0.0 1.66 Rup134 0.9996
17525034-2929051 6616 66 4.08 0.17 0.16 0.05 3.33 0.06 1.66 Rup134 0.9995
17525132-2932259 6458 66 4.07 0.17 0.04 0.05 2.37 0.17 1.66 Rup134 0.9612
17525329-2926591 6799 67 4.06 0.17 0.19 0.05 3.32 0.06 1.66 Rup134 0.9952
17525404-2933213 6826 66 4.19 0.17 -0.11 0.05 3.54 0.1 1.66 Rup134 0.9996
17525464-2938168 6936 67 3.96 0.17 0.09 0.05 3.2 0.07 1.66 Rup134 0.9998
17525752-2927078 6825 65 4.19 0.18 0.15 0.05 2.94 0.1 1.66 Rup134 0.9999
17531466-2931058 6396 64 4.31 0.17 0.1 0.05 2.14 0.0 1.66 Rup134 0.9923
17523419-2932291 4781 30 2.8 0.05 0.27 0.05 1.19 0.04 1.66 Rup134 0.9999
